  Measurement Number     Measurement type
                   3               OnLine

      Measurement ID                     
       739561.829212                     

          Force Mode                Value         MeasureRange
             Voltage                    0         1.000000e-03

    Supply Complince     Integrating time     Refresh interval
        1.000000e-02                    0                    0

        Time      Voltage      Current  Temperature
3.7308e+01   4.0000e+00   2.8730e-03             NA
3.7532e+01   4.0010e+00   2.8745e-03             NA
3.7749e+01   4.0010e+00   2.8770e-03             NA
3.7997e+01   4.0000e+00   2.8790e-03             NA
3.8214e+01   4.0000e+00   2.8795e-03             NA
3.8434e+01   4.0000e+00   2.8805e-03             NA
3.8650e+01   4.0010e+00   2.8805e-03             NA
3.8864e+01   4.0000e+00   2.8810e-03             NA
3.9090e+01   4.0000e+00   2.8810e-03             NA
3.9389e+01   3.0010e+00   2.1625e-03             NA
3.9640e+01   3.0010e+00   2.1625e-03             NA
3.9883e+01   3.0010e+00   2.1625e-03             NA
4.0117e+01   3.0010e+00   2.1630e-03             NA
4.0167e+01   3.0010e+00   2.1630e-03             NA
4.0562e+01   3.0010e+00   2.1630e-03             NA
4.0802e+01   3.0010e+00   2.1625e-03             NA
4.1031e+01   3.0010e+00   2.1630e-03             NA
4.1268e+01   3.0010e+00   2.1625e-03             NA
4.1501e+01   3.0010e+00   2.1630e-03             NA
4.1723e+01   3.0010e+00   2.1625e-03             NA
4.1947e+01   3.0010e+00   2.1630e-03             NA
4.2184e+01   3.0010e+00   2.1630e-03             NA
4.2425e+01   3.0010e+00   2.1625e-03             NA
4.2658e+01   3.0010e+00   2.1630e-03             NA
4.2896e+01   3.0010e+00   2.1625e-03             NA
4.3126e+01   3.0010e+00   2.1625e-03             NA
4.3344e+01   3.0010e+00   2.1625e-03             NA
4.3564e+01   3.0010e+00   2.1625e-03             NA
4.3786e+01   3.0010e+00   2.1625e-03             NA
4.4015e+01   3.0010e+00   2.1625e-03             NA
4.4234e+01   3.0010e+00   2.1625e-03             NA
4.4459e+01   3.0010e+00   2.1625e-03             NA
4.4681e+01   3.0010e+00   2.1630e-03             NA
4.4903e+01   3.0010e+00   2.1630e-03             NA
4.5136e+01   3.0010e+00   2.1625e-03             NA
4.5367e+01   3.0010e+00   2.1630e-03             NA
4.5597e+01   3.0010e+00   2.1630e-03             NA
4.5821e+01   3.0010e+00   2.1630e-03             NA
4.6041e+01   3.0010e+00   2.1630e-03             NA
4.6273e+01   3.0010e+00   2.1630e-03             NA
4.6500e+01   3.0010e+00   2.1630e-03             NA
4.6541e+01   3.0010e+00   2.1630e-03             NA
4.6919e+01   3.0010e+00   2.1630e-03             NA
4.7144e+01   3.0010e+00   2.1630e-03             NA
4.7389e+01   3.0010e+00   2.1630e-03             NA
4.7638e+01   3.0010e+00   2.1630e-03             NA
4.7864e+01   3.0010e+00   2.1630e-03             NA
4.8077e+01   3.0010e+00   2.1630e-03             NA
4.8300e+01   3.0010e+00   2.1630e-03             NA
4.8524e+01   3.0010e+00   2.1630e-03             NA
4.8768e+01   3.0010e+00   2.1625e-03             NA
4.9010e+01   3.0010e+00   2.1630e-03             NA
4.9057e+01   3.0010e+00   2.1625e-03             NA
4.9438e+01   3.0010e+00   2.1630e-03             NA
4.9670e+01   3.0010e+00   2.1630e-03             NA
4.9912e+01   3.0010e+00   2.1630e-03             NA
5.0128e+01   3.0010e+00   2.1630e-03             NA
5.0169e+01   3.0010e+00   2.1630e-03             NA
5.0541e+01   3.0010e+00   2.1630e-03             NA
5.0774e+01   3.0010e+00   2.1630e-03             NA
5.0997e+01   3.0010e+00   2.1630e-03             NA
5.1224e+01   3.0010e+00   2.1630e-03             NA
5.1434e+01   3.0010e+00   2.1625e-03             NA
5.1653e+01   3.0010e+00   2.1625e-03             NA
5.1742e+01   3.0010e+00   2.1630e-03             NA
5.2067e+01   3.0010e+00   2.1630e-03             NA
5.2280e+01   3.0010e+00   2.1625e-03             NA
5.2492e+01   3.0010e+00   2.1625e-03             NA
5.2760e+01   2.0010e+00   1.4430e-03             NA
5.2976e+01   2.0010e+00   1.4430e-03             NA
5.3035e+01   2.0010e+00   1.4430e-03             NA
5.3364e+01   2.0010e+00   1.4430e-03             NA
5.3568e+01   2.0010e+00   1.4430e-03             NA
5.3767e+01   2.0010e+00   1.4430e-03             NA
5.3946e+01   2.0010e+00   1.4430e-03             NA
5.4130e+01   2.0010e+00   1.4430e-03             NA
5.4315e+01   2.0010e+00   1.4430e-03             NA
5.4504e+01   2.0010e+00   1.4430e-03             NA
5.4687e+01   2.0010e+00   1.4430e-03             NA
5.4934e+01   2.0010e+00   1.4430e-03             NA
5.5145e+01   2.0010e+00   1.4430e-03             NA
5.5235e+01   2.0010e+00   1.4430e-03             NA
5.5505e+01   2.0010e+00   1.4430e-03             NA
5.5714e+01   2.0010e+00   1.4430e-03             NA
5.5929e+01   2.0010e+00   1.4430e-03             NA
5.6147e+01   2.0010e+00   1.4430e-03             NA
5.6371e+01   2.0010e+00   1.4430e-03             NA
5.6626e+01   2.0010e+00   1.4430e-03             NA
5.6835e+01   2.0010e+00   1.4430e-03             NA
5.7042e+01   2.0010e+00   1.4430e-03             NA
5.7236e+01   2.0010e+00   1.4430e-03             NA
5.7431e+01   2.0010e+00   1.4430e-03             NA
5.7631e+01   2.0010e+00   1.4430e-03             NA
5.7846e+01   2.0010e+00   1.4430e-03             NA
5.8051e+01   2.0010e+00   1.4430e-03             NA
5.8218e+01   2.0010e+00   1.4430e-03             NA
5.8378e+01   2.0010e+00   1.4430e-03             NA
5.8542e+01   2.0010e+00   1.4430e-03             NA
5.8699e+01   2.0010e+00   1.4430e-03             NA
5.8866e+01   2.0010e+00   1.4430e-03             NA
5.9026e+01   2.0010e+00   1.4430e-03             NA
5.9195e+01   2.0010e+00   1.4430e-03             NA
5.9354e+01   2.0010e+00   1.4430e-03             NA
5.9521e+01   2.0010e+00   1.4430e-03             NA
5.9686e+01   2.0010e+00   1.4430e-03             NA
5.9847e+01   2.0010e+00   1.4430e-03             NA
6.0009e+01   2.0010e+00   1.4430e-03             NA
6.0042e+01   2.0010e+00   1.4430e-03             NA
6.0329e+01   2.0010e+00   1.4430e-03             NA
6.0494e+01   2.0010e+00   1.4430e-03             NA
6.0690e+01   2.0010e+00   1.4430e-03             NA
6.0879e+01   2.0010e+00   1.4430e-03             NA
6.1058e+01   2.0010e+00   1.4430e-03             NA
6.1218e+01   2.0010e+00   1.4430e-03             NA
6.1385e+01   2.0010e+00   1.4430e-03             NA
6.1559e+01   2.0010e+00   1.4430e-03             NA
6.1761e+01   1.0000e+00   7.2200e-04             NA
6.1935e+01   1.0000e+00   7.2200e-04             NA
6.2098e+01   1.0000e+00   7.2200e-04             NA
6.2271e+01   1.0000e+00   7.2200e-04             NA
6.2424e+01   1.0000e+00   7.2200e-04             NA
6.2597e+01   1.0000e+00   7.2200e-04             NA
6.2762e+01   1.0000e+00   7.2200e-04             NA
6.2923e+01   1.0000e+00   7.2200e-04             NA
6.3082e+01   1.0000e+00   7.2200e-04             NA
6.3241e+01   1.0000e+00   7.2200e-04             NA
6.3401e+01   1.0000e+00   7.2200e-04             NA
6.3578e+01   1.0000e+00   7.2150e-04             NA
6.3751e+01   1.0000e+00   7.2200e-04             NA
6.3931e+01   1.0000e+00   7.2150e-04             NA
6.4090e+01   1.0000e+00   7.2200e-04             NA
6.4263e+01   1.0000e+00   7.2200e-04             NA
6.4427e+01   1.0000e+00   7.2200e-04             NA
6.4607e+01   1.0000e+00   7.2200e-04             NA
6.4768e+01   1.0000e+00   7.2200e-04             NA
6.4933e+01   1.0010e+00   7.2200e-04             NA
6.5102e+01   1.0000e+00   7.2150e-04             NA
6.5266e+01   1.0000e+00   7.2200e-04             NA
6.5430e+01   1.0000e+00   7.2150e-04             NA
6.5606e+01   1.0000e+00   7.2150e-04             NA
6.5640e+01   1.0000e+00   7.2150e-04             NA
6.5930e+01   1.0000e+00   7.2150e-04             NA
6.6100e+01   1.0000e+00   7.2200e-04             NA
6.6275e+01   1.0000e+00   7.2200e-04             NA
6.6437e+01   1.0000e+00   7.2150e-04             NA
6.6616e+01   1.0000e+00   7.2200e-04             NA
6.6820e+01   1.0000e+00   7.2200e-04             NA
6.6995e+01   1.0000e+00   7.2200e-04             NA
6.7160e+01   1.0000e+00   7.2200e-04             NA
6.7324e+01   1.0000e+00   7.2150e-04             NA
6.7497e+01   1.0000e+00   7.2200e-04             NA
6.7690e+01   1.0000e+00   7.2200e-04             NA
6.7851e+01   1.0000e+00   7.2200e-04             NA
6.8024e+01   1.0000e+00   7.2200e-04             NA
6.8174e+01   1.0000e+00   7.2200e-04             NA
6.8330e+01   1.0000e+00   7.2200e-04             NA
6.8493e+01   1.0000e+00   7.2200e-04             NA
6.8674e+01   1.0000e+00   7.2200e-04             NA
6.8845e+01   1.0010e+00   7.2150e-04             NA
6.9019e+01   1.0000e+00   7.2200e-04             NA
6.9181e+01   1.0000e+00   7.2200e-04             NA
