  Measurement Number     Measurement type
                   1               OnLine

      Measurement ID                     
       739561.828083                     

          Force Mode                Value         MeasureRange
             Voltage                    0         1.000000e-03

    Supply Complince     Integrating time     Refresh interval
        1.000000e-02                    0                    0

        Time      Voltage      Current  Temperature
1.6851e-01   1.0010e+00   5.0750e-04             NA
3.9738e-01   1.0000e+00   5.0950e-04             NA
7.1971e-01   1.0000e+00   5.0800e-04             NA
7.5901e-01   1.0000e+00   5.1450e-04             NA
9.3310e-01   1.0000e+00   5.1400e-04             NA
1.0985e+00   1.0000e+00   5.2100e-04             NA
1.2587e+00   1.0000e+00   5.1950e-04             NA
1.4157e+00   1.0000e+00   5.1450e-04             NA
1.5749e+00   1.0000e+00   5.1600e-04             NA
1.7214e+00   1.0000e+00   5.1750e-04             NA
1.8751e+00   1.0000e+00   5.1600e-04             NA
2.2382e+00   1.0000e+00   5.1750e-04             NA
2.3380e+00   1.0000e+00   5.1600e-04             NA
2.5469e+00   1.0000e+00   5.2200e-04             NA
2.6376e+00   1.0000e+00   5.2150e-04             NA
2.8714e+00   1.0010e+00   5.1900e-04             NA
3.0699e+00   1.0000e+00   5.1250e-04             NA
3.1380e+00   1.0000e+00   5.1100e-04             NA
3.3849e+00   1.0000e+00   5.1300e-04             NA
3.5563e+00   1.0000e+00   5.1450e-04             NA
3.6363e+00   1.0000e+00   5.1400e-04             NA
3.9024e+00   1.0000e+00   5.1800e-04             NA
3.9390e+00   1.0000e+00   5.1750e-04             NA
4.2298e+00   1.0000e+00   5.1500e-04             NA
4.2728e+00   1.0000e+00   5.1700e-04             NA
4.5771e+00   1.0000e+00   5.2850e-04             NA
4.6380e+00   1.0000e+00   5.3250e-04             NA
4.7719e+00   1.0000e+00   5.2200e-04             NA
4.9230e+00   1.0000e+00   5.1850e-04             NA
5.2108e+00   1.0000e+00   5.2850e-04             NA
5.2519e+00   1.0000e+00   5.2750e-04             NA
5.5340e+00   1.0000e+00   5.2700e-04             NA
5.7074e+00   1.0000e+00   5.2850e-04             NA
5.8786e+00   1.0000e+00   5.3000e-04             NA
6.0544e+00   1.0000e+00   5.2800e-04             NA
6.1367e+00   1.0000e+00   5.2800e-04             NA
6.2544e+00   1.0000e+00   5.2850e-04             NA
6.5550e+00   1.0010e+00   5.2900e-04             NA
6.7242e+00   1.0000e+00   5.3000e-04             NA
6.9019e+00   1.0000e+00   5.2950e-04             NA
7.0735e+00   1.0000e+00   5.2950e-04             NA
7.2391e+00   1.0000e+00   5.2500e-04             NA
7.4154e+00   1.0000e+00   5.2950e-04             NA
7.5978e+00   1.0000e+00   5.2900e-04             NA
7.7711e+00   1.0000e+00   5.3000e-04             NA
7.9426e+00   1.0000e+00   5.3000e-04             NA
8.1194e+00   1.0000e+00   5.3050e-04             NA
8.1580e+00   1.0000e+00   5.3000e-04             NA
8.4315e+00   1.0000e+00   5.3000e-04             NA
8.6054e+00   1.0000e+00   5.2850e-04             NA
8.7880e+00   1.0000e+00   5.2900e-04             NA
8.9772e+00   1.0000e+00   5.3050e-04             NA
9.1553e+00   1.0000e+00   5.3200e-04             NA
9.2376e+00   1.0000e+00   5.2750e-04             NA
9.4681e+00   1.0000e+00   5.3150e-04             NA
9.6424e+00   1.0000e+00   5.3350e-04             NA
9.8285e+00   1.0000e+00   5.3500e-04             NA
1.0007e+01   1.0000e+00   5.3450e-04             NA
1.0051e+01   1.0000e+00   5.3450e-04             NA
1.0377e+01   1.0000e+00   5.3200e-04             NA
1.0546e+01   1.0000e+00   5.3450e-04             NA
1.0708e+01   1.0000e+00   5.3200e-04             NA
1.0875e+01   1.0000e+00   5.3050e-04             NA
1.1048e+01   1.0000e+00   5.3200e-04             NA
1.1138e+01   1.0000e+00   5.3300e-04             NA
1.1375e+01   1.0000e+00   5.3050e-04             NA
1.1537e+01   1.0000e+00   5.3400e-04             NA
1.1721e+01   1.0010e+00   5.3400e-04             NA
1.1894e+01   1.0000e+00   5.3450e-04             NA
1.2073e+01   1.0000e+00   5.3150e-04             NA
1.2137e+01   1.0000e+00   5.3350e-04             NA
1.2379e+01   1.0000e+00   5.3150e-04             NA
1.2540e+01   1.0000e+00   5.2850e-04             NA
1.2716e+01   1.0000e+00   5.2500e-04             NA
1.2886e+01   1.0000e+00   5.2250e-04             NA
1.3075e+01   1.0000e+00   5.2400e-04             NA
1.3237e+01   1.0000e+00   5.2400e-04             NA
1.3410e+01   1.0000e+00   5.2250e-04             NA
1.3581e+01   1.0010e+00   5.2450e-04             NA
1.3753e+01   1.0000e+00   5.2300e-04             NA
1.3838e+01   1.0000e+00   5.2350e-04             NA
1.3948e+01   1.0000e+00   5.2250e-04             NA
1.4251e+01   1.0000e+00   5.2250e-04             NA
1.4337e+01   1.0000e+00   5.2650e-04             NA
1.4561e+01   1.0000e+00   5.2700e-04             NA
1.4736e+01   1.0000e+00   5.2750e-04             NA
1.4907e+01   1.0000e+00   5.2750e-04             NA
1.5074e+01   1.0010e+00   5.2800e-04             NA
1.5136e+01   1.0000e+00   5.3000e-04             NA
1.5418e+01   1.0000e+00   5.2750e-04             NA
1.5584e+01   1.0000e+00   5.2550e-04             NA
1.5636e+01   1.0000e+00   5.2600e-04             NA
1.5930e+01   1.0000e+00   5.2800e-04             NA
1.6139e+01   1.0000e+00   5.2700e-04             NA
1.6237e+01   1.0000e+00   5.2800e-04             NA
1.6460e+01   1.0000e+00   5.2850e-04             NA
1.6630e+01   1.0000e+00   5.2600e-04             NA
1.6674e+01   1.0000e+00   5.2600e-04             NA
1.6977e+01   1.0000e+00   5.2700e-04             NA
1.7222e+01   2.0010e+00   1.2905e-03             NA
1.7262e+01   2.0010e+00   1.2925e-03             NA
1.7560e+01   2.0010e+00   1.3200e-03             NA
1.7637e+01   2.0010e+00   1.3240e-03             NA
1.7876e+01   2.0010e+00   1.3260e-03             NA
1.8046e+01   2.0010e+00   1.3290e-03             NA
1.8136e+01   2.0010e+00   1.3285e-03             NA
1.8236e+01   2.0010e+00   1.3290e-03             NA
1.8526e+01   2.0010e+00   1.3290e-03             NA
1.8696e+01   2.0010e+00   1.3300e-03             NA
1.8867e+01   2.0010e+00   1.3290e-03             NA
1.9054e+01   2.0010e+00   1.3285e-03             NA
1.9222e+01   2.0010e+00   1.3280e-03             NA
1.9388e+01   2.0010e+00   1.3240e-03             NA
1.9558e+01   2.0010e+00   1.3330e-03             NA
1.9740e+01   2.0010e+00   1.3480e-03             NA
1.9916e+01   2.0010e+00   1.3465e-03             NA
2.0087e+01   2.0010e+00   1.3450e-03             NA
2.0137e+01   2.0010e+00   1.3460e-03             NA
2.0402e+01   2.0010e+00   1.3475e-03             NA
2.0440e+01   2.0010e+00   1.3490e-03             NA
2.0718e+01   2.0010e+00   1.3480e-03             NA
2.0887e+01   2.0010e+00   1.3480e-03             NA
2.1051e+01   2.0010e+00   1.3470e-03             NA
2.1222e+01   2.0010e+00   1.3480e-03             NA
2.1392e+01   2.0010e+00   1.3495e-03             NA
2.1562e+01   2.0010e+00   1.3510e-03             NA
2.1750e+01   2.0010e+00   1.3495e-03             NA
2.1921e+01   2.0010e+00   1.3480e-03             NA
2.1965e+01   2.0010e+00   1.3475e-03             NA
2.2242e+01   2.0010e+00   1.3475e-03             NA
2.2403e+01   2.0010e+00   1.3490e-03             NA
2.2586e+01   2.0010e+00   1.3485e-03             NA
2.2747e+01   2.0010e+00   1.3495e-03             NA
2.2837e+01   2.0010e+00   1.3500e-03             NA
2.3069e+01   2.0010e+00   1.3495e-03             NA
2.3271e+01   2.0010e+00   1.3495e-03             NA
2.3431e+01   2.0010e+00   1.3495e-03             NA
2.3601e+01   2.0010e+00   1.3500e-03             NA
2.3768e+01   2.0010e+00   1.3510e-03             NA
2.3929e+01   2.0010e+00   1.3510e-03             NA
2.4100e+01   2.0010e+00   1.3505e-03             NA
2.4273e+01   2.0010e+00   1.3505e-03             NA
2.4436e+01   2.0010e+00   1.3510e-03             NA
2.4596e+01   2.0010e+00   1.3500e-03             NA
